id,district,ds_division,gn_division,address,disaster_type,affected_families,affected_people
20,Nuwaraeliya,Ambagamuwa Korale,318 D Jambuthenna,"Gadumawatta, Koththalhena, Hatton", Landslide,9,22
21,Nuwaraeliya,Ambagamuwa Korale,318 D Jambuthenna,"Muruthathenna, Koththallena, Hatton",Landslide,3,11
22,Nuwaraeliya,Ambagamuwa Korale,318 D Jambuthenna,"Gatagahawatta, Hagarapitiya, Hatton",Landslide,2,9
23,Nuwaraeliya,Ambagamuwa Korale,318 E Koththalhena,"Miyanapalawa, Koththalhena",Landslide,1,5
24,Nuwaraeliya,Ambagamuwa Korale,318 E Koththalhena,"Koththalhena, Hatton",Landslide,2,9
25,Nuwaraeliya,Ambagamuwa Korale,318 E Koththalhena,"Thebaton, Norton bridge",Landslide,1,4
26,Nuwaraeliya,Ambagamuwa Korale,314 B Abagamuwa North,"Coolborn road, Udubulathgama",Landslide,2,7
27,Nuwaraeliya,Ambagamuwa Korale,314 B Abagamuwa North,"Peradeniya House, Coolborn Road, Abagamuwa",Landslide,2,10
28,Nuwaraeliya,Ambagamuwa Korale,314 F Dehigasthenna,"Dehigastenna, Ambagamuwa",Landslide,1,4
29,Nuwaraeliya,Ambagamuwa Korale,314 C Sellipigama,Sellipigama,Landslide,1,7
30,Nuwaraeliya,Ambagamuwa Korale,315 Thiniyagala,"Alagala, Ginigathhena",Landslide,1,5
31,Nuwaraeliya,Ambagamuwa Korale,314 D Homagama,"Nayawala, Kelanigama, Ginigathhena",Landslide,2,11
32,Nuwaraeliya,Ambagamuwa Korale,314 D Homagama,"Kelanigama, Homagama, Ginigathhena",Landslide,1,6
33,Nuwaraeliya,Ambagamuwa Korale,314 E Kalaweldeniya,"Abradine 2, Widulipura",Landslide,3,12
34,Nuwaraeliya,Ambagamuwa Korale,314 G Habbakanda,"Habbakanda, Ginigathhena",Landslide,3,12
35,Nuwaraeliya,Ambagamuwa Korale,314 G Habbakanda,"Horakada, Ginigathhena",Landslide,1,5
36,Nuwaraeliya,Ambagamuwa Korale,315 A Ginigathhena,"Kenilworth 04, Ginigathhena",Landslide,1,4
37,Nuwaraeliya,Ambagamuwa Korale,315 A Ginigathhena,Ginigathhena,Landslide,1,3
38,Nuwaraeliya,Ambagamuwa Korale,315 A Ginigathhena,"No 227, Peragahamula, Hatton Road, Ginigathhena",Landslide,1,4
39,Nuwaraeliya,Ambagamuwa Korale,315 A Ginigathhena,"Peragahamula, Ginigathhena",Landslide,1,5
40,Nuwaraeliya,Ambagamuwa Korale,315 A Ginigathhena,"Kadawala, Ginigathhena",Landslide,1,4
41,Nuwaraeliya,Ambagamuwa Korale,315 A Ginigathhena,"Pawalamale, Ginigathhena",Landslide,1,3
42,Nuwaraeliya,Ambagamuwa Korale,315 C Widulipura South,"Akkarawatta, Norton",Landslide,1,1
43,Nuwaraeliya,Ambagamuwa Korale,315 D Widulipura North,"Taplo Janapadaya, Widulipura",Landslide,1,4
44,Nuwaraeliya,Ambagamuwa Korale,316 Bulathgama,Bulathgama,Landslide,1,3
45,Nuwaraeliya,Ambagamuwa Korale,316 Bulathgama,"Badhupola, Ginigathhena",Landslide,1,5
46,Nuwaraeliya,Ambagamuwa Korale,316 B Gonawala,"Pahala Kadawala, Ginigathhena",Landslide,5,18
47,Nuwaraeliya,Ambagamuwa Korale,316 B Gonawala,"Madilla, Ginigathhena",Landslide,1,5
48,Nuwaraeliya,Ambagamuwa Korale,316 B Gonawala,"Gonawala, Ginigathhena",Landslide,2,7
49,Nuwaraeliya,Ambagamuwa Korale,317 Kiriwaneliya,"2 kanuwa, Lakshapana",Landslide,2,9
50,Nuwaraeliya,Ambagamuwa Korale,317 A Lakshapana,"Kanamadilihena, lakshapana",Landslide,2,8
51,Nuwaraeliya,Ambagamuwa Korale,317 A Lakshapana,"Kuburuhena, Lakshapana",Landslide,1,3
52,Nuwaraeliya,Ambagamuwa Korale,317 C Morahenagama,"Kiriwelhinna, Morahenagama, Hatton",Landslide,3,10
53,Nuwaraeliya,Ambagamuwa Korale,317 C Morahenagama,"Kolhena, Morahenagama, Hatton",Landslide,3,12
54,Nuwaraeliya,Ambagamuwa Korale,317 B Waggama,"Udabage, Lakshapana",Landslide,1,2
55,Nuwaraeliya,Ambagamuwa Korale,317 B Waggama,"Waggama, Morahenagama, Hatton",Landslide,1,4
56,Nuwaraeliya,Ambagamuwa Korale,318 Polpitiya,"Polopitiya, Pitawala",Landslide,4,15
57,Nuwaraeliya,Ambagamuwa Korale,318 A Hitigegama,"Hitigegama, Hatton",Landslide,3,11
58,Nuwaraeliya,Ambagamuwa Korale,318 C Minuwandeniya,"Minuwandeniya, Hitigegama, Hatton",Landslide,1,5
59,Nuwaraeliya,Ambagamuwa Korale,318 D Jambuthenna,"Gatagahawatta, Hagarapitiya, Hatton",Landslide,1,4
60,Nuwaraeliya,Ambagamuwa Korale,318 D Jambuthenna,"Muruthathenna, Koththallena, Hatton",Landslide,1,2
61,Nuwaraeliya,Ambagamuwa Korale,320 F Watawala,"Samanpura Janapadaya, Watawala",Landslide,1,4
62,Nuwaraeliya,Ambagamuwa Korale,314 Abagamuwa South,"Abagamuwa, Udubulathgama",Landslide,4,13
63,Nuwaraeliya,Ambagamuwa East,314 Abagamuwa East,"Wewalthalawa, Abagamuwa",Landslide,2,7
64,Nuwaraeliya,Ambagamuwa,Millagamula,"Kaluwagala, Millagahamula, Pitawala",Landslide,1,5
65,Nuwaraeliya,Ambagamuwa,Pitawala,"Yahida Janapadaya, Pitawala, Nawalapitiya",Landslide,1,4
66,Nuwaraeliya,Ambagamuwa,Lakshapana,"Katakithula, Lakshapana",Landslide,1,4
67,Nuwaraeliya,Ambagamuwa,Jambuthenna,"Muruthathenna, Norton Bridge",Landslide,1,4
68,Nuwaraeliya,Ambagamuwa,Dagampitiya,"Dewalagama, Pallewatta, Pitawala",Landslide,1,6
69,Nuwaraeliya,Ambagamuwa,Kalaweldeniya,"Kalaweldeniya, Ginigathhena",Landslide,1,4
70,Nuwaraeliya,Ambagamuwa,Ginigathhena,"Sri Abhinavaramaya, Ginigathhena",Landslide,1,3
71,Nuwaraeliya,Ambagamuwa,Watawala,"Samanpura Janapadaya, Watawala",Landslide,1,4
72,Nuwaraeliya,Ambagamuwa,Dehigasthenna,"No. 07, Dehigasthenna, Abathalawa, giigathhena",Landslide,1,5
73,Nuwaraeliya,Ambagam,Watawala,"Samanpura Janapadaya, Watawala",Landslide,1,6
74,Nuwaraeliya,Ambagamuwa,Millagamula,"Millagahamulla, Pitawala",Landslide,1,4
75,Nuwaraeliya,Ambagamuwa,Dagampitiya,"Dagampitiya, Pitawala",Landslide,1,4
76,Nuwaraeliya,Ambagamuwa,Morahenagama,"Morahenagama, Pitawala",Landslide,1,5
77,Nuwaraeliya,Ambagauwa,Kalaweldeniya,"Kalaweldeniya, Ginigathhena",Landslide,1,4
78,Nuwaraeliya,Ambagamuwa,Kalaweldeniya,"berdine 2, Widulipura",Landslide,1,8
79,Nuwaraeliya,Ambagamuwa,Kehelwarawa,"Aditri morahenagama, Hatton",Landslide,1,5
80,Nuwaraeliya,Ambagamuwa,Gonawala,"Madilla, Ginigathhena",Landslide,1,5
81,Nuwaraeliya,Ambagamuwa,Habbakanda,"Koslallamula, Habbakanda, Ginigathhena",Landslide,1,4
82,Nuwaraeliya,Ambagamuwa,Habbakanda,"Horakada, Ginigathhena",Landslide,1,4
83,Nuwaraeliya,Ambagamuwa,Dagampitiya,"Kelanigama, Dagampitiya, Ginigathhena",Landslide,2,13
84,Nuwaraeliya,Ambagamuwa,Hitigegama,"Hitigegama, Hatton",Landslide,1,5
85,Nuwaraeliya,Ambagamuwa,Homagama,"Homagama, Kelanigama, Ginigathhena",Landslide,1,4
86,Nuwaraeliya,Ambagamuwa,Homagama,"Homagama, Kelanigama, Ginigathhena",Landslide,1,6
87,Nuwaraeliya,Ambagamuwa,Homagama,"Polwatta, Dagampitiya, Ginigathhena",Landslide,1,4
88,Nuwaraeliya,Ambagamuwa,Homagama,"Nayawala, Kelanigama, Ginigathhena",Landslide,1,3
89,Nuwaraeliya,Ambagamuwa,Homagama,"Kelanigama, Ginigathhena",Landslide,2,9
90,Nuwaraeliya,Ambagamuwa,Kalaweldeniya,"Kalaweldeniya, Ginigathhena",Landslide,1,6
91,Nuwaraeliya,Ambagamuwa,Polpitiya,"Paratalwa, Polpitiya, Pitawala",Landslide,1,5
92,Nuwaraeliya,Ambagamuwa,Habbakanda,"Habbakanda, Ginigathhena",Landslide,2,14
93,Nuwaraeliya,Ambagamuwa,Morahenagama,"Morahenagama, Pitawala",Landslide,1,4
94,Nuwaraeliya,Ambagamuwa,Waggama,"Waggama, Morahenagama, Hatton",Landslide,1,4
95,Nuwaraeliya,Ambagamuwa,Polpitiya,"Polopitiya, Pitawala",Landslide,3,18
96,Nuwaraeliya,Ambagamuwa,Polpitiya,"Pallewatta, Pitawala",Landslide,1,2
97,Nuwaraeliya,Ambagamuwa,Koththallena,"Koththalhena, Hatton",Landslide,2,10
98,Nuwaraeliya,Ambagamuwa,Ambagamuwa East,"212, Panvilagodella, Abagamuwa",Landslide,1,5
99,Nuwaraeliya,Ambagamuwa,Minuwandeniya,"Minuwandeniya, Hitigegama, Hatton",Landslide,1,4
100,Nuwaraeliya,Ambagamuwa,Polpitiya,"Polopitiya, Pitawala",Landslide,1,6
101,Nuwaraeliya,Ambagamuwa,Kehelwarawa,"Galgodahinna, Morathotiyawatta, Morahenagama, Hatton",Landslide,1,5
102,Nuwaraeliya,Ambagamuwa,Sellipigama,"No 19, Abagamuwa, Udubulathgama",Landslide,1,4
103,Nuwaraeliya,Ambagamuwa,Sellipigama,C Collany,Landslide,1,1
104,Nuwaraeliya,Ambagamuwa,Ginigathhena,"Kadawala Watta, Watawala",Landslide,4,21
105,Nuwaraeliya,Ambagamuwa,Widulipura North,"Taplo Janapadaya, Widulipura",Landslide,1,6
106,Nuwaraeliya,Ambagamuwa,Ambagamuwa North,"Pallegedara, Ambagamuwa, Udubulathgama",Landslide,1,5
107,Nuwaraeliya,Ambagamuwa,Ambagamuwa North,"Coolborn Road, Ambagamuwa, Udubulathgama",Landslide,1,4
108,Nuwaraeliya,Ambagamuwa,Jambuthenna,"Wattegedara, Koththelhena, Hatton",Landslide,1,8
109,Nuwaraeliya,Ambagamuwa,Morahenagama,"Morahenagama, Pitawala",Landslide,1,5
110,Nuwaraeliya,Ambagamuwa,Waggama,"Waggama, Morahenagama, Hatton",Landslide,1,6
111,Nuwaraeliya,Ambagamuwa,Dagampitiya,"Dagampitiya, Kelanigama",Landslide,2,12
112,Nuwaraeliya,Ambagamuwa,Polpitiya,"Polpitiya, Pitawala",Landslide,1,3
113,Nuwaraeliya,Ambagamuwa,Gonawala,"Thennakoon House, Gonawala, Ginigathhena",Landslide,1,7
114,Nuwaraeliya,Ambagamuwa,Polpitiya,"Polopitiya, Pitawala",Landslide,1,4
115,Nuwaraeliya,Ambagamuwa,Polpitiya,"Wellethenna, pitawala",Landslide,1,5
116,Nuwaraeliya,Ambagamuwa,Morahenagama,"Morahenagama, Pitawala",Landslide,1,2
117,Nuwaraeliya,Ambagamuwa,Widulipura North,"Taplo Janapadaya, Widulipura",Landslide,1,4
118,Nuwaraeliya,Ambagamuwa,Jambuthenna,"Muruthathenna, Koththallena, Hatton",Landslide,1,5
119,Nuwaraeliya,Ambagamuwa,Waggama,"Waggama, Morahenagama, Hatton",Landslide,1,4
120,Nuwaraeliya,Ambagamuwa,Lakshapana,"4 Kanuwa, Lakshapana, Nortonbridge",Landslide,1,5
121,Nuwaraeliya,Ambagamuwa,Ambagamuwa South,"Ambagamuwa Kada weediya, Ambagamuwa, Udubulathgama",Landslide,6,35
122,Nuwaraeliya,Ambagamuwa,Polpitiya,"Polpitiya, Pitawala",Landslide,3,15
123,Nuwaraeliya,Ambagamuwa,Gonawala,"Wedilla, Gonawala, Ginigathhena",Landslide,1,4
124,Nuwaraeliya,Ambagamuwa,Kiriwaneliya,"2 kanuwa, Lakshapana",Landslide,1,3
125,Nuwaraeliya,Ambagamuwa,Widulipura South,"Babaragala, Norton Bridge",Landslide,11,51
126,Nuwaraeliya,Ambagamuwa,Widulipura South,Wimalasurendragama,Landslide,1,5
127,Nuwaraeliya,Ambagamuwa,Habbakanda,"Habbakanda, Ginigathhena",Landslide,1,6
128,Nuwaraeliya,Ambagamuwa,Hagarapitiya,"Hagarapitiya, Hatton",Landslide,1,5
129,Nuwaraeliya,Ambagamuwa,Watawala,"Diyagala, Watawala",Landslide,1,4
130,Nuwaraeliya,Ambagamuwa,Widulipura South,"Hatton Road, Nortonbridge",Landslide,1,5
131,Nuwaraeliya,Ambagamuwa,Ambagamuwa East,"Panvilagodella, Abagamuwa",Landslide,2,9
132,Nuwaraeliya,Ambagamuwa,Ambagamuwa East,"Racepitiya, Abagamuwa",Landslide,1,3
133,Nuwaraeliya,Ambagamuwa,Morahenagama,"Morahenagama, Pitawala",Landslide,1,5
134,Nuwaraeliya,Ambagamuwa,Pitawala,"Pitawala, Nawalapitiya",Landslide,2,9
135,Nuwaraeliya,Ambagamuwa,Homagama,"Arsalena Janapadaya, Kalaweldeniya, Ginigathhena",Landslide,1,4
136,Nuwaraeliya,Ambagamuwa,Waggama,"Waggama, Morahenagama, Hatton",Landslide,1,5
137,Nuwaraeliya,Ambagamuwa,Kalaweldeniya,"Aberdine 2, Widulipura",Landslide,2,10
138,Nuwaraeliya,Ambagamuwa,Koththallena,"Denihena, Koththelhena, Hatton",Landslide,1,4
139,Nuwaraeliya,Ambagamuwa,Sellipigama,"Nagolla, Agaraoya, Abagamuwa",Landslide,4,17
140,Nuwaraeliya,Ambagamuwa,Sellipigama,"Abagamuwa, Udubulathgama",Landslide,2,8
141,Nuwaraeliya,Ambagamuwa,Sellipigama,"Agaraoya, Abagamuwa, Udubulathgama",Landslide,1,5
142,Nuwaraeliya,Ambagamuwa,Watawala,"Templestore Janapadaya, Watawala",Landslide,1,4
143,Nuwaraeliya,Ambagamuwa,Watawala,"Gnananadagama, Watawala",Landslide,3,17
144,Nuwaraeliya,Ambgamuwa,Watawala,"Samanpura Janapadaya, Watawala",Landslide,1,5
145,Nuwaraeliya,Ambagamuwa,Waggama,"Udabage, Lakshapana",Landslide,1,7
146,Nuwaraeliya,Ambagamuwa,Morahenagama,"Morahenagama, Pitawala",Landslide,2,9
147,Nuwaraeliya,Ambagamuwa,Ambagamuwa East,"Ambalanowita, Abagamuwa",Landslide,2,11
148,Nuwaraeliya,Ambagamuwa,Habbakanda,"No 82, Horakada, Ginigathhena",Landslide,1,4
149,Nuwaraeliya,Ambagamuwa,Thiniyagala,"Hiriyapitiya, Ginigathhena",Landslide,1,4
150,Nuwaraeliya,Ambagamuwa,Thiniyagala,"Thiniyagala, Ginigathhena",Landslide,1,3
151,Nuwaraeliya,Ambagamuwa,Minuwandeniya,"Pitakanda, Hitigegama, Hatton",Landslide,7,42
152,Nuwaraeliya,Ambagamuwa,Dehigasthenna,"Dehigasthenna, Abathalawa, Ginigathhena",Landslide,1,4
153,Nuwaraeliya,Ambagamuwa,Dehigasthenna,"Abathalawa, Ginigathhena",Landslide,1,4
154,Nuwaraeliya,Ambagamuwa,Dehigasthenna,"Sirisewana, Abathalawa",Landslide,1,5
155,Nuwaraeliya,Ambagamuwa,Sellipigama,"Abagamuwa, Udubulathgama",Landslide,6,32
156,Nuwaraeliya,Ambagamuwa,Sellipigama,"Agaraoya, Abagamuwa, Udubulathgama",Landslide,1,2
157,Nuwaraeliya,Ambagamuwa,Polpitiya,"Polpitiya, Pitawala",Landslide,4,25
158,Nuwaraeliya,Ambagamuwa,Ambagamuwa North,"Udapa Kotuwe Gedara, Abagamuwa",Landslide,1,4
159,Nuwaraeliya,Ambagamuwa,Ambagamuwa North,"Coolborn Watta, Abagamuwa, Udubulathgama",Landslide,1,2
160,Nuwaraeliya,Ambagamuwa,Ambagamuwa North,"Mahapathana, Abagamuwa, Udubulathgama",Landslide,4,18
161,Nuwaraeliya,Ambagamuwa,Ambagamuwa South,"Ambagamuwa Village, Abagamuwa, Udupulathgama",Landslide,4,22
162,Nuwaraeliya,Ambagamuwa,Ambagamuwa  South,"No 03 Part, Kenilworth Watta",Landslide,3,45
163,Nuwaraeliya,Ambagamuwa,Ambagamuwa South,"Abagamuwa Market Street, Abagamuwa, Udubulathgama",Landslide,1,5
164,Nuwaraeliya,Ambagamuwa,Ambagamuwa South,"Ambagamuwa Village, Abagamuwa, Udupulathgama",Landslide,4,21
165,Nuwaraeliya,Ambagamuwa,Rampadeniya,"Hathlaha, Giniathhena",Landslide,1,2
166,Nuwaraeliya,Ambagamuwa,Rampadeniya,"No 01, Keniworth watta, Ginigathhena",Landslide,6,68
167,Nuwaraeliya,Ambagamuwa,Polpitiya,"Polpitiya, Pitawala",Landslide,1,4
168,Nuwaraeliya,Ambagamuwa,Habbakanda,"Horakada, Ginigathhena",Landslide,1,5
169,Nuwaraeliya,Ambagamuwa,Gonawala,"Gonawala, Ginigathhena",Landslide,1,6
170,Nuwaraeliya,Ambagamuwa,Morahenagama,"Morahenagama, Pitawala",Landslide,1,5
171,Nuwaraeliya,Ambagamuwa,Waggama,"Waggama, Morahenagama, Hatton",Landslide,1,4
172,Nuwaraeliya,Ambagamuwa,Lakshapana,"Lakshapana, Nortonbridge",Landslide,1,3
173,Nuwaraeliya,Ambagamuwa,Dehigasthenna,"77, Kadusirigama, Abathalawa, Ginigathhena",Landslide,1,7
174,Nuwaraeliya,Ambagamuwa,Millagamula,"Sadasirigama, Millagamula, Pitawala",Landslide,1,6
175,Nuwaraeliya,Ambagamuwa,Sellipigama,"Agaraoya, Abagamuwa, Udubulathgama",Landslide,1,5
176,Nuwaraeliya,Ambagamuwa,Homagama,"Homagama, Kalaweldeniya",Landslide,1,5
177,Nuwaraeliya,Ambagamuwa,Habbakanda,"Habbakanda, Ginigathhena",Landslide,2,10
178,Nuwaraeliya,Ambagamuwa,Polpitiya,"Polpitiya, Pitawala",Landslide,1,1
179,Nuwaraeliya,Ambgamuwa,Widulipura South,"Babaragala, Norton Bridge",Landslide,3,19
180,Nuwaraeliya,Ambagamuwa,Koththallena,"Aluoya Janapadaya, Widulipura",Landslide,1,3
181,Nuwaraeliya,Ambagamuwa,Kiriwaneliya,"3 Kanuwa, Lakshapana",Landslide,1,5
182,Nuwaraeliya,Ambagamuwa,Lakshapana,"Weralugasthenna, Lakshapana",Landslide,1,4
183,Nuwaraeliya,Ambagamuwa,Minuwandeniya,"Gowalwatta, Htigegama, Hatton",Landslide,1,4
184,Nuwaraeliya,Ambagamuwa,Ambagamuwa South,"Ambagamuwa Village, Abagamuwa, Udupulathgama",Landslide,1,5
185,Nuwaraeliya,Ambagamuwa,Gonawala,"257/1, Kotahela Janapadaya, Ginigathhena",Landslide,1,6
186,Nuwaraeliya,Ambagamuwa,Habbakanda,"Habbakanda, Ginigathhena",Landslide,1,4
187,Nuwaraeliya,Ambagamuwa,Hitigegama,"Galapalhena, Hagarapitiya, Hatton",Landslide,1,4
188,Nuwaraeliya,Ambagamuwa,Rampadeniya,"Hathlaga, Warakagahamula",Landslide,1,6
189,Nuwaraeliya,Ambagamuwa,Widulipura south,"Babaragala, Norton Bridge",Landslide,1,4
190,Nuwaraeliya,Ambagamuwa,Millagahamula,"Kadusirigama, Dillagahamula",Landslide,1,5
191,Nuwaraeliya,Ambagamuwa,Kalaweldeniya,"Kalaweldeniya, Ginigathhena",Landslide,1,4
192,Nuwaraeliya,Ambagamuwa,Waggama,"Mawussawatta, Lakshapana",Landslide,1,5
193,Nuwaraeliya,Ambagamuwa,Watawala,"Samanpura Janapadaya, Watawala",Landslide,1,5
194,Nuwaraeliya,Ambagamuwa,Watawala,"Templestore Janapadaya, Watawala",Landslide,2,15
195,Nuwaraeliya,Ambagamuwa,Sellipigama,"D 23 Abagamuwa, Udubulathgama",Landslide,1,7
196,Nuwaraeliya,Ambagamuwa,Sellipigama,"Nagolla, Agaraoya, Abagamuwa",Landslide,1,5
197,Nuwaraeliya,Ambagamuwa,Sellipigama,"Agaraoya, Abagamuwa, Udubulathgama",Landslide,1,4
198,Nuwaraeliya,Ambagamuwa,Ambagamuwa South,"Abagamuwa, Udubulathgama",Landslide,1,6
199,Nuwaraeliya,Ambagamuwa,Jambuthenna,"Muruthathenna, Koththallena, Hatton",Landslide,1,5
200,Nuwaraeliya,Ambagamuwa,Ambagamuwa South,"Ambagamuwa, Udubulathgama",Landslide,1,4
201,Nuwaraeliya,Ambgamuwa,Sellipigama,"New St Clive Janapadaya, Abagamuwa, Udubulathgama",Landslide,1,5
202,Nuwaraeliya,Ambagamuwa,Ambagamuwa South,"Bagathuluwa, Ginigathhena",Landslide,1,5
203,Nuwaraeliya,Ambagamuwa,Kalaweldeniya,"Aberdine 2, Widulipura",Landslide,1,4
204,Nuwaraeliya,Ambagamuwa,Dagampitiya,"Dewalagama, Pallewatta, Pitawala",Landslide,1,5
205,Nuwaraeliya,Ambagamuwa,Ambagamuwa East,"Wewalthalawa, Abagamuwa",Landslide,1,5
206,Nuwaraeliya,Ambagamuwa,Ambagamuwa North,"Coolborn Road, Abagamuwa, Udubulathgama",Landslide,1,4
207,Nuwaraeliya,Ambagamuwa,Kalugala,"Yatiberiya, Pitawla",Landslide,1,6
208,Nuwaraeliya,Ambagamuwa,Kalugala,"Pitawala, Nawalapitiya",Landslide,1,6
209,Nuwaraeliya,Ambagamuwa,Dagampitiya,"Kaluduriyapaluwa, Pallewatta, Pitawala",Landslide,1,5
210,Nuwaraeliya,Ambagamuwa,Kalugala,"Kalugala, Pitawala, Nawalapitiya",Landslide,1,7
211,Nuwaraeliya,Ambagamuwa,Habbakanda,"Habbakanda, Ginigathhena",Landslide,1,6
212,Nuwaraeliya,Ambagamuwa,Jambuthenna,"Gadumawatta, Koththalhena, Hatton",Landslide,1,5
213,Nuwaraeliya,Ambagamuwa,Dehigasthenna,"New house, Abathalawa, Ginigathhena",Landslide,1,7
214,Nuwaraeliya,Ambagamuwa,Widulipura South,"Hatton Road, Nortonbridge",Landslide,1,5
215,Nuwaraeliya,Ambagamuwa,Waggama,"Haddala, Morahenagama",Landslide,1,5
216,Nuwaraeliya,Ambagamuwa,Ginigathhena,"Kadawawatta, Watawala",Landslide,2,15
217,Nuwaraeliya,Ambagamuwa,Watawala,"Agarawatta, Watawala",Landslide,1,7
218,Nuwaraeliya,Ambagamuwa,Jambuthenna,"Muruthathenna, Koththallena, Hatton",Landslide,1,6
219,Nuwaraeliya,Ambagamuwa,Dagampitiya,"Nilawatta, Pallewatta, Pitawala",Landslide,1,6
220,Nuwaraeliya,Ambagamuwa,Watawala,"101 Janapadaya, Watawala",Landslide,1,5
221,Nuwaraeliya,Ambgamuwa,Widulipura North,"Taplo Janapadaya, Widulipura, North",Landslide,1,9
222,Nuwaraeliya,Ambagamuwa,Polpitiya,"Polpitiya, Hatton",Landslide,1,6
223,Nuwaraeliya,Ambagamuwa,314 Ambagamuwa South,"Bagathuluwa, Ginigathhena",Landslide,5,30
224,Nuwaraeliya,Ambagamuwa,314 Ambagamuwa South,"Mandaladeniya, Abagamuwa",Landslide,2,14
225,Nuwaraeliya,Ambagamuwa,314 Ambagamuwa South,"Ambagamuwa, Market Street",Landslide,4,26
226,Nuwaraeliya,Ambagamuwa,314 Ambagamuwa South,"Abagawwa, Udubulathgama",Landslide,1,5
227,Nuwaraeliya,Ambagamuwa,314 Ambagamuwa South,"Mandaladeniya, Abagamuwa",Landslide,2,11
228,Nuwaraeliya,Ambagamuwa,314 Ambagamuwa South,"Ambagamuwa Village, Abagamuwa, Udupulathgama",Landslide,1,8
229,Nuwaraeliya,Ambagamuwa,314 A Ambagamuwa East,"Panvilagodella, Abagamuwa, Udubulathgama",Landslide,1,7
230,Nuwaraeliya,Ambagamuwa,314 B Abagamuwa North,"Ambagamuwa, Udubulathgama",Landslide,12,73
231,Nuwaraeliya,Ambagamuwa,314 C Sellipigama,Sellipigama,Landslide,1,9
232,Nuwaraeliya,Ambagamuwa,314 D Homagama,"Arsalena Janapadaya, Kalaweldeniya, Ginigathhena",Landslide,2,11
233,Nuwaraeliya,Ambagamuwa,314 D Homagama,"Homagama, Kalaweldeniya, Ginigathhena",Landslide,2,13
234,Nuwaraeliya,Ambagamuwa,314 D Homagama,"Arsalena Janapadaya, Kalaweldeniya, Ginigathhena",Landslide,1,7
235,Nuwaraeliya,Ambagamuwa,314 E Kalaweldeniya,"Kalaweldeniya, Ginigathhena",Landslide,6,37
236,Nuwaraeliya,Ambagamuwa,314 F Dehigasthenna,"Abathalawa, Ginigathhena",Landslide,1,6
237,Nuwaraeliya,Ambagamuwa,314 F Dehigasthenna,"2 Kanuwa, Atlas",Landslide,1,4
238,Nuwaraeliya,Ambagamuwa,314 F Dehigasthenna,"Abathalawa, Ginigathhena",Landslide,1,6
239,Nuwaraeliya,Ambagamuwa,314 F Dehigasthenna,"Ellauda Village, Upper part, Sadaham Sisila Temple",Landslide,1,7
240,Nuwaraeliya,Ambagamuwa,314 F Dehigasthenna,"Ambathalawa, Ginigathhena",Landslide,1,6
241,Nuwaraeliya,Ambagamuwa,314 F Dehigasthenna,"Dehigasthenna, Galayatawatta",Landslide,1,5
242,Nuwaraeliya,Ambagamuwa,314 F Dehigasthenna,"Mallika Janapada, Abathalawa",Landslide,1,4
243,Nuwaraeliya,Ambagamuwa,314 F Dehigasthenna,"Godagedara, Abathalawa",Landslide,1,5
