id,district,ds_division,gn_division,address,disaster_type,affected_families,affected_people,lat,lng,geocode_precision,label,jittered
60,Nuwaraeliya,Ambagamuwa,318 D Jambuthenna,"Muruthathenna, Koththallena, Hatton",Landslide,1.0,2.0,7.030439184041679,80.50426141176845,ds_division,1,True
61,Nuwaraeliya,Ambagamuwa,320 F Watawala,"Samanpura Janapadaya, Watawala",Landslide,1.0,4.0,6.9447494,80.5393499,gn_division,1,False
62,Nuwaraeliya,Ambagamuwa,314 Abagamuwa South,"Abagamuwa, Udubulathgama",Landslide,4.0,13.0,7.007497754169076,80.4933725661694,ds_division,1,True
63,Nuwaraeliya,Ambagamuwa,314 Abagamuwa East,"Wewalthalawa, Abagamuwa",Landslide,2.0,7.0,7.032852329542935,80.49611887613587,ds_division,1,True
64,Nuwaraeliya,Ambagamuwa,Millagamula,"Kaluwagala, Millagahamula, Pitawala",Landslide,1.0,5.0,7.026490285298844,80.48810317712089,ds_division,1,True
65,Nuwaraeliya,Ambagamuwa,Pitawala,"Yahida Janapadaya, Pitawala, Nawalapitiya",Landslide,1.0,4.0,7.0182912561331,80.50348261815459,ds_division,1,True
66,Nuwaraeliya,Ambagamuwa,Lakshapana,"Katakithula, Lakshapana",Landslide,1.0,4.0,6.9003514,80.4978097,gn_division,1,False
67,Nuwaraeliya,Ambagamuwa,Jambuthenna,"Muruthathenna, Norton Bridge",Landslide,1.0,4.0,7.014228706541981,80.48540112119252,ds_division,1,True
68,Nuwaraeliya,Ambagamuwa,Dagampitiya,"Dewalagama, Pallewatta, Pitawala",Landslide,1.0,6.0,6.9767266,80.478909,gn_division,1,False
69,Nuwaraeliya,Ambagamuwa,Kalaweldeniya,"Kalaweldeniya, Ginigathhena",Landslide,1.0,4.0,6.9703898,80.4836719,address,1,False
70,Nuwaraeliya,Ambagamuwa,Ginigathhena,"Sri Abhinavaramaya, Ginigathhena",Landslide,1.0,3.0,6.9890908,80.4941848,gn_division,1,False
71,Nuwaraeliya,Ambagamuwa,Watawala,"Samanpura Janapadaya, Watawala",Landslide,1.0,4.0,6.9447494,80.5393499,gn_division,1,False
72,Nuwaraeliya,Ambagamuwa,Dehigasthenna,"No. 07, Dehigasthenna, Abathalawa, giigathhena",Landslide,1.0,5.0,7.0175342882538,80.49630673179138,ds_division,1,True
73,Nuwaraeliya,Ambagamuwa,Watawala,"Samanpura Janapadaya, Watawala",Landslide,1.0,6.0,6.9447494,80.5393499,gn_division,1,False
74,Nuwaraeliya,Ambagamuwa,Millagamula,"Millagahamulla, Pitawala",Landslide,1.0,4.0,7.005950587385173,80.491376038101,ds_division,1,True
75,Nuwaraeliya,Ambagamuwa,Dagampitiya,"Dagampitiya, Pitawala",Landslide,1.0,4.0,6.9767266,80.478909,gn_division,1,False
76,Nuwaraeliya,Ambagamuwa,Morahenagama,"Morahenagama, Pitawala",Landslide,1.0,5.0,7.014021758396361,80.491550821674,ds_division,1,True
77,Nuwaraeliya,Ambagamuwa,Kalaweldeniya,"Kalaweldeniya, Ginigathhena",Landslide,1.0,4.0,6.9703898,80.4836719,address,1,False
78,Nuwaraeliya,Ambagamuwa,Kalaweldeniya,"berdine 2, Widulipura",Landslide,1.0,8.0,6.949261,80.4953134,gn_division,1,False
79,Nuwaraeliya,Ambagamuwa,Kehelwarawa,"Aditri morahenagama, Hatton",Landslide,1.0,5.0,7.019038768259811,80.49343036727079,ds_division,1,True
80,Nuwaraeliya,Ambagamuwa,Gonawala,"Madilla, Ginigathhena",Landslide,1.0,5.0,7.030282803365342,80.49079964286214,ds_division,1,True
81,Nuwaraeliya,Ambagamuwa,Habbakanda,"Koslallamula, Habbakanda, Ginigathhena",Landslide,1.0,4.0,7.019366241321495,80.48985012748822,ds_division,1,True
82,Nuwaraeliya,Ambagamuwa,Habbakanda,"Horakada, Ginigathhena",Landslide,1.0,4.0,7.034599931636743,80.48669041099951,ds_division,1,True
83,Nuwaraeliya,Ambagamuwa,Dagampitiya,"Kelanigama, Dagampitiya, Ginigathhena",Landslide,2.0,13.0,6.9767266,80.478909,gn_division,1,False
84,Nuwaraeliya,Ambagamuwa,Hitigegama,"Hitigegama, Hatton",Landslide,1.0,5.0,7.03243407135038,80.48239643324685,ds_division,1,True
85,Nuwaraeliya,Ambagamuwa,Homagama,"Homagama, Kelanigama, Ginigathhena",Landslide,1.0,4.0,7.005401847970905,80.48344130187525,ds_division,1,True
86,Nuwaraeliya,Ambagamuwa,Homagama,"Homagama, Kelanigama, Ginigathhena",Landslide,1.0,6.0,7.024746381806174,80.4898576395916,ds_division,1,True
87,Nuwaraeliya,Ambagamuwa,Homagama,"Polwatta, Dagampitiya, Ginigathhena",Landslide,1.0,4.0,7.019100946184135,80.49317350244564,ds_division,1,True
88,Nuwaraeliya,Ambagamuwa,Homagama,"Nayawala, Kelanigama, Ginigathhena",Landslide,1.0,3.0,7.024432991364914,80.50891678497625,ds_division,1,True
89,Nuwaraeliya,Ambagamuwa,Homagama,"Kelanigama, Ginigathhena",Landslide,2.0,9.0,7.0262700128772115,80.49520473480872,ds_division,1,True
90,Nuwaraeliya,Ambagamuwa,Kalaweldeniya,"Kalaweldeniya, Ginigathhena",Landslide,1.0,6.0,6.9703898,80.4836719,address,1,False
91,Nuwaraeliya,Ambagamuwa,Polpitiya,"Paratalwa, Polpitiya, Pitawala",Landslide,1.0,5.0,6.9764711,80.4506492,gn_division,1,False
92,Nuwaraeliya,Ambagamuwa,Habbakanda,"Habbakanda, Ginigathhena",Landslide,2.0,14.0,7.010924962117256,80.50864484979614,ds_division,1,True
93,Nuwaraeliya,Ambagamuwa,Morahenagama,"Morahenagama, Pitawala",Landslide,1.0,4.0,7.005578786130038,80.50428788880507,ds_division,1,True
94,Nuwaraeliya,Ambagamuwa,Waggama,"Waggama, Morahenagama, Hatton",Landslide,1.0,4.0,7.016808908346119,80.50837187782274,ds_division,1,True
95,Nuwaraeliya,Ambagamuwa,Polpitiya,"Polopitiya, Pitawala",Landslide,3.0,18.0,6.9764711,80.4506492,gn_division,1,False
96,Nuwaraeliya,Ambagamuwa,Polpitiya,"Pallewatta, Pitawala",Landslide,1.0,2.0,6.9764711,80.4506492,gn_division,1,False
97,Nuwaraeliya,Ambagamuwa,Koththallena,"Koththalhena, Hatton",Landslide,2.0,10.0,6.909833,80.485003,gn_division,1,False
98,Nuwaraeliya,Ambagamuwa,Ambagamuwa East,"212, Panvilagodella, Abagamuwa",Landslide,1.0,5.0,7.021383329730625,80.48832087141793,ds_division,1,True
99,Nuwaraeliya,Ambagamuwa,Minuwandeniya,"Minuwandeniya, Hitigegama, Hatton",Landslide,1.0,4.0,7.014551483000552,80.49850190557775,ds_division,1,True
100,Nuwaraeliya,Ambagamuwa,Polpitiya,"Polopitiya, Pitawala",Landslide,1.0,6.0,6.9764711,80.4506492,gn_division,1,False
101,Nuwaraeliya,Ambagamuwa,Kehelwarawa,"Galgodahinna, Morathotiyawatta, Morahenagama, Hatton",Landslide,1.0,5.0,7.015902356280095,80.50818603827167,ds_division,1,True
102,Nuwaraeliya,Ambagamuwa,Sellipigama,"No 19, Abagamuwa, Udubulathgama",Landslide,1.0,4.0,7.013358342193751,80.4915003908161,ds_division,1,True
103,Nuwaraeliya,Ambagamuwa,Sellipigama,C Collany,Landslide,1.0,1.0,7.0207973467042954,80.49540760527739,ds_division,1,True
104,Nuwaraeliya,Ambagamuwa,Ginigathhena,"Kadawala Watta, Watawala",Landslide,4.0,21.0,6.9890908,80.4941848,gn_division,1,False
105,Nuwaraeliya,Ambagamuwa,Widulipura North,"Taplo Janapadaya, Widulipura",Landslide,1.0,6.0,7.022096009874294,80.4834559574224,ds_division,1,True
106,Nuwaraeliya,Ambagamuwa,Ambagamuwa North,"Pallegedara, Ambagamuwa, Udubulathgama",Landslide,1.0,5.0,7.033915150283609,80.500698190871,ds_division,1,True
107,Nuwaraeliya,Ambagamuwa,Ambagamuwa North,"Coolborn Road, Ambagamuwa, Udubulathgama",Landslide,1.0,4.0,7.031362934505203,80.4919854935393,ds_division,1,True
108,Nuwaraeliya,Ambagamuwa,Jambuthenna,"Wattegedara, Koththelhena, Hatton",Landslide,1.0,8.0,7.020295339696401,80.48277739161902,ds_division,1,True
109,Nuwaraeliya,Ambagamuwa,Morahenagama,"Morahenagama, Pitawala",Landslide,1.0,5.0,7.01941888645722,80.49469875108024,ds_division,1,True
110,Nuwaraeliya,Ambagamuwa,Waggama,"Waggama, Morahenagama, Hatton",Landslide,1.0,6.0,7.029938941924584,80.49341270441548,ds_division,1,True
111,Nuwaraeliya,Ambagamuwa,Dagampitiya,"Dagampitiya, Kelanigama",Landslide,2.0,12.0,6.9767266,80.478909,gn_division,1,False
112,Nuwaraeliya,Ambagamuwa,Polpitiya,"Polpitiya, Pitawala",Landslide,1.0,3.0,6.9764711,80.4506492,gn_division,1,False
113,Nuwaraeliya,Ambagamuwa,Gonawala,"Thennakoon House, Gonawala, Ginigathhena",Landslide,1.0,7.0,7.02599648051716,80.4765508998568,ds_division,1,True
114,Nuwaraeliya,Ambagamuwa,Polpitiya,"Polopitiya, Pitawala",Landslide,1.0,4.0,6.9764711,80.4506492,gn_division,1,False
115,Nuwaraeliya,Ambagamuwa,Polpitiya,"Wellethenna, pitawala",Landslide,1.0,5.0,6.9764711,80.4506492,gn_division,1,False
116,Nuwaraeliya,Ambagamuwa,Morahenagama,"Morahenagama, Pitawala",Landslide,1.0,2.0,7.018188549647219,80.49057516915758,ds_division,1,True
117,Nuwaraeliya,Ambagamuwa,Widulipura North,"Taplo Janapadaya, Widulipura",Landslide,1.0,4.0,7.017636101499742,80.48369734738192,ds_division,1,True
118,Nuwaraeliya,Ambagamuwa,Jambuthenna,"Muruthathenna, Koththallena, Hatton",Landslide,1.0,5.0,7.020970854839571,80.47723954558121,ds_division,1,True
119,Nuwaraeliya,Ambagamuwa,Waggama,"Waggama, Morahenagama, Hatton",Landslide,1.0,4.0,7.030792984942711,80.49905861244522,ds_division,1,True
120,Nuwaraeliya,Ambagamuwa,Lakshapana,"4 Kanuwa, Lakshapana, Nortonbridge",Landslide,1.0,5.0,6.9003514,80.4978097,gn_division,1,False
121,Nuwaraeliya,Ambagamuwa,Ambagamuwa South,"Ambagamuwa Kada weediya, Ambagamuwa, Udubulathgama",Landslide,6.0,35.0,7.0109527482299825,80.50285252014585,ds_division,1,True
122,Nuwaraeliya,Ambagamuwa,Polpitiya,"Polpitiya, Pitawala",Landslide,3.0,15.0,6.9764711,80.4506492,gn_division,1,False
123,Nuwaraeliya,Ambagamuwa,Gonawala,"Wedilla, Gonawala, Ginigathhena",Landslide,1.0,4.0,7.028312986061674,80.50151118117239,ds_division,1,True
124,Nuwaraeliya,Ambagamuwa,Kiriwaneliya,"2 kanuwa, Lakshapana",Landslide,1.0,3.0,6.9154445,80.5053843,gn_division,1,False
125,Nuwaraeliya,Ambagamuwa,Widulipura South,"Babaragala, Norton Bridge",Landslide,11.0,51.0,7.0230897255880205,80.48807892442852,ds_division,1,True
126,Nuwaraeliya,Ambagamuwa,Widulipura South,Wimalasurendragama,Landslide,1.0,5.0,7.01508406150804,80.48929711701207,ds_division,1,True
127,Nuwaraeliya,Ambagamuwa,Habbakanda,"Habbakanda, Ginigathhena",Landslide,1.0,6.0,7.0117669515934375,80.50586100011941,ds_division,1,True
128,Nuwaraeliya,Ambagamuwa,Hagarapitiya,"Hagarapitiya, Hatton",Landslide,1.0,5.0,7.0323124918409565,80.49874369659501,ds_division,1,True
129,Nuwaraeliya,Ambagamuwa,Watawala,"Diyagala, Watawala",Landslide,1.0,4.0,6.9447494,80.5393499,gn_division,1,False
130,Nuwaraeliya,Ambagamuwa,Widulipura South,"Hatton Road, Nortonbridge",Landslide,1.0,5.0,7.013023672963531,80.50762486338438,ds_division,1,True
131,Nuwaraeliya,Ambagamuwa,Ambagamuwa East,"Panvilagodella, Abagamuwa",Landslide,2.0,9.0,7.011377201429021,80.50778874306317,ds_division,1,True
132,Nuwaraeliya,Ambagamuwa,Ambagamuwa East,"Racepitiya, Abagamuwa",Landslide,1.0,3.0,7.0176870429712475,80.48381856271983,ds_division,1,True
133,Nuwaraeliya,Ambagamuwa,Morahenagama,"Morahenagama, Pitawala",Landslide,1.0,5.0,7.012998254978342,80.48610010395097,ds_division,1,True
134,Nuwaraeliya,Ambagamuwa,Pitawala,"Pitawala, Nawalapitiya",Landslide,2.0,9.0,7.029784970808199,80.48359352771806,ds_division,1,True
135,Nuwaraeliya,Ambagamuwa,Homagama,"Arsalena Janapadaya, Kalaweldeniya, Ginigathhena",Landslide,1.0,4.0,7.007331348778193,80.49507489227204,ds_division,1,True
136,Nuwaraeliya,Ambagamuwa,Waggama,"Waggama, Morahenagama, Hatton",Landslide,1.0,5.0,7.028106476428824,80.50172525027673,ds_division,1,True
137,Nuwaraeliya,Ambagamuwa,Kalaweldeniya,"Aberdine 2, Widulipura",Landslide,2.0,10.0,6.949261,80.4953134,gn_division,1,False
138,Nuwaraeliya,Ambagamuwa,Koththallena,"Denihena, Koththelhena, Hatton",Landslide,1.0,4.0,6.909833,80.485003,gn_division,1,False
139,Nuwaraeliya,Ambagamuwa,Sellipigama,"Nagolla, Agaraoya, Abagamuwa",Landslide,4.0,17.0,7.0155824006631144,80.47896206785528,ds_division,1,True
140,Nuwaraeliya,Ambagamuwa,Sellipigama,"Abagamuwa, Udubulathgama",Landslide,2.0,8.0,7.019950248343527,80.47690526805677,ds_division,1,True
141,Nuwaraeliya,Ambagamuwa,Sellipigama,"Agaraoya, Abagamuwa, Udubulathgama",Landslide,1.0,5.0,7.013220231492225,80.4907208834502,ds_division,1,True
142,Nuwaraeliya,Ambagamuwa,Watawala,"Templestore Janapadaya, Watawala",Landslide,1.0,4.0,6.9447494,80.5393499,gn_division,1,False
143,Nuwaraeliya,Ambagamuwa,Watawala,"Gnananadagama, Watawala",Landslide,3.0,17.0,6.9447494,80.5393499,gn_division,1,False
144,Nuwaraeliya,Ambagamuwa,Watawala,"Samanpura Janapadaya, Watawala",Landslide,1.0,5.0,6.9447494,80.5393499,gn_division,1,False
145,Nuwaraeliya,Ambagamuwa,Waggama,"Udabage, Lakshapana",Landslide,1.0,7.0,7.019753346882989,80.48626612547315,ds_division,1,True
146,Nuwaraeliya,Ambagamuwa,Morahenagama,"Morahenagama, Pitawala",Landslide,2.0,9.0,7.017172318263335,80.49309189487884,ds_division,1,True
147,Nuwaraeliya,Ambagamuwa,Ambagamuwa East,"Ambalanowita, Abagamuwa",Landslide,2.0,11.0,7.008551044877153,80.49153099677613,ds_division,1,True
148,Nuwaraeliya,Ambagamuwa,Habbakanda,"No 82, Horakada, Ginigathhena",Landslide,1.0,4.0,7.018282756266624,80.49331230856747,ds_division,1,True
149,Nuwaraeliya,Ambagamuwa,Thiniyagala,"Hiriyapitiya, Ginigathhena",Landslide,1.0,4.0,7.027146784335391,80.49436964238001,ds_division,1,True
150,Nuwaraeliya,Ambagamuwa,Thiniyagala,"Thiniyagala, Ginigathhena",Landslide,1.0,3.0,7.0264799072800335,80.49920368394278,ds_division,1,True
151,Nuwaraeliya,Ambagamuwa,Minuwandeniya,"Pitakanda, Hitigegama, Hatton",Landslide,7.0,42.0,7.023926964454262,80.49404598151489,ds_division,1,True
152,Nuwaraeliya,Ambagamuwa,Dehigasthenna,"Dehigasthenna, Abathalawa, Ginigathhena",Landslide,1.0,4.0,7.011895350356654,80.48491714683728,ds_division,1,True
153,Nuwaraeliya,Ambagamuwa,Dehigasthenna,"Abathalawa, Ginigathhena",Landslide,1.0,4.0,7.01864818841908,80.49353444963799,ds_division,1,True
154,Nuwaraeliya,Ambagamuwa,Dehigasthenna,"Sirisewana, Abathalawa",Landslide,1.0,5.0,7.018192435175128,80.49298890534847,ds_division,1,True
155,Nuwaraeliya,Ambagamuwa,Sellipigama,"Abagamuwa, Udubulathgama",Landslide,6.0,32.0,7.031255826558851,80.48483175739659,ds_division,1,True
156,Nuwaraeliya,Ambagamuwa,Sellipigama,"Agaraoya, Abagamuwa, Udubulathgama",Landslide,1.0,2.0,7.0188932609452594,80.49956425968557,ds_division,1,True
157,Nuwaraeliya,Ambagamuwa,Polpitiya,"Polpitiya, Pitawala",Landslide,4.0,25.0,6.9764711,80.4506492,gn_division,1,False
158,Nuwaraeliya,Ambagamuwa,Ambagamuwa North,"Udapa Kotuwe Gedara, Abagamuwa",Landslide,1.0,4.0,7.016928467871962,80.49425668340696,ds_division,1,True
159,Nuwaraeliya,Ambagamuwa,Ambagamuwa North,"Coolborn Watta, Abagamuwa, Udubulathgama",Landslide,1.0,2.0,7.019192535891625,80.48355032816363,ds_division,1,True
160,Nuwaraeliya,Ambagamuwa,Ambagamuwa North,"Mahapathana, Abagamuwa, Udubulathgama",Landslide,4.0,18.0,7.020707131828888,80.50688006328811,ds_division,1,True
161,Nuwaraeliya,Ambagamuwa,Ambagamuwa South,"Ambagamuwa Village, Abagamuwa, Udupulathgama",Landslide,4.0,22.0,7.022306998231366,80.49484743757608,ds_division,1,True
162,Nuwaraeliya,Ambagamuwa,Ambagamuwa  South,"No 03 Part, Kenilworth Watta",Landslide,3.0,45.0,7.016090270512679,80.50398251113764,ds_division,1,True
163,Nuwaraeliya,Ambagamuwa,Ambagamuwa South,"Abagamuwa Market Street, Abagamuwa, Udubulathgama",Landslide,1.0,5.0,7.019678402708324,80.49433993670075,ds_division,1,True
164,Nuwaraeliya,Ambagamuwa,Ambagamuwa South,"Ambagamuwa Village, Abagamuwa, Udupulathgama",Landslide,4.0,21.0,7.0197062221986375,80.49262430766493,ds_division,1,True
165,Nuwaraeliya,Ambagamuwa,Rampadeniya,"Hathlaha, Giniathhena",Landslide,1.0,2.0,7.022283437014716,80.48401523564964,ds_division,1,True
